device,cpu,mcs,txpower,mean_traffic_load,max_capacity,max_gp_capacity,mean_thr,mean_gput,mean_snr,SNR_normalized,mean_q7,mean_q11,mean_q25,mean_bler,mean_bsr,mean_it,mean_dectime,mean_overflows,mean_underflows,mean_lates,count
I7-5600U @ 2.60GHz,0.6,14,-4,23,20.70891275,20.69123762,11.44160361,11.41972477,14.413,18.413,1,1,1,0.00485,138580.16,1.1505,297.77,0,0.01,0.63,1
I7-5600U @ 2.60GHz,0.6,14,-4,28.75,20.70876387,20.69035338,11.47814345,11.45535074,14.424,18.424,1,1,1,0.002024,138582.72,1.1288,302.29,0,0.01,0.12,1
I7-5600U @ 2.60GHz,0.6,14,-3,2.3,3.312635315,2.6094508,3.123145582,2.440164986,16.322,19.322,0.00599937,0,0,0,521.03,1.0094,283.08,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-3,5.75,7.039359095,6.234428138,6.398422617,6.059952687,15.625,18.625,0.0921,0.0199,0,0,1931.69,1.0139,280.77,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-3,11.5,12.36441646,12.19656422,11.43382856,11.4151595,15.114,18.114,1,1,1,0.00536,137596.49,1.0635,273.07,0,0.02,0.66,1
I7-5600U @ 2.60GHz,0.6,14,-3,17.25,18.28636109,18.25768486,11.48728789,11.46662044,15.147,18.147,1,1,1,0,138631.36,1.0133,269.96,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-3,23,20.70891275,20.69123762,11.4854342,11.46360472,15.135,18.135,1,1,1,0,138592.96,1.0174,275.82,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-3,28.75,20.70876387,20.69035338,11.49307937,11.47023824,15.147,18.147,1,1,1,0,138564.8,1.0171,270.56,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-2,2.3,3.312635315,2.6094508,3.05119476,2.35954713,17.212,19.212,0.00600004,2.00E-04,0,0,516.79,1.0006,289.15,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-2,5.75,7.039359095,6.234428138,6.439235398,6.108524253,16.507,18.507,0.0857,0.0224,0,0,1915.7,1.0004,279.56,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-2,11.5,12.36441646,12.19656422,11.2081394,11.19016982,16.042,18.042,1,1,1,0.025003,138177.99,1.216,281,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-2,17.25,18.28636109,18.25768486,11.47667518,11.45599045,16.027,18.027,1,1,1,4.00E-04,138618.56,1.0043,277.88,0,0.01,0.01,1
I7-5600U @ 2.60GHz,0.6,14,-2,23,20.70891275,20.69123762,11.49686106,11.47485537,16.021,18.021,1,1,1,0,138747.2,1.0013,265.97,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-2,28.75,20.70876387,20.69035338,11.4960723,11.47324093,16.032,18.032,1,1,1,0,138580.16,1.0005,268.75,0,0,0,1
I7-5600U @ 2.60GHz,0.6,14,-1,2.3,3.312635315,2.6094508,3.033946837,2.365361273,18.414,19.414,0.005533333,0.000133333,0,0.000325333,621.4633333,1.002933333,277.0133333,0,0.003333333,0.006666667,3
I7-5600U @ 2.60GHz,0.6,14,-1,5.75,7.039359095,6.234428138,6.293581657,5.96831123,17.70466667,18.70466667,0.078147181,0.016538477,0,0,2193.506667,1,283.02,0,0,0,3
I7-5600U @ 2.60GHz,0.6,14,-1,11.5,12.36441646,12.19656422,11.49697055,11.47831416,17.16133333,18.16133333,1,1,1,0,136163.9267,1.000033333,264.41,0,0,0,3
I7-5600U @ 2.60GHz,0.6,14,-1,17.25,18.28636109,18.25768486,11.43994022,11.41946195,17.12266667,18.12266667,1,1,1,0.00379,138730.9867,1.034166667,273.21,0,0.01,0.41,3
I7-5600U @ 2.60GHz,0.6,14,-1,23,20.70891275,20.69123762,11.48838901,11.46658095,17.14066667,18.14066667,1,1,1,0,138659.7333,1,265.7833333,0,0,0,3
I7-5600U @ 2.60GHz,0.6,14,-1,28.75,20.70876387,20.69035338,11.48939268,11.46667788,17.09733333,18.09733333,1,1,1,0.000536667,138727.5733,1.004766667,268.6266667,0,0.003333333,0.046666667,3
I7-5600U @ 2.60GHz,0.6,14,4,2.3,3.312635315,2.6094508,3.063480725,2.350624085,23.891,19.891,0.00730406,0.000451515,0,0.019688,758.46,1.1756,280.935,0,0.02,1.015,2
I7-5600U @ 2.60GHz,0.6,14,4,5.75,7.039359095,6.234428138,6.252663202,5.965254558,23.2202,19.2202,0.0715,0.01915,0.00025,0.0065885,1886.3,1.05925,277.495,0.005,0.02,0.555,2
I7-5600U @ 2.60GHz,0.6,14,4,11.5,12.36441646,12.19656422,11.38015906,11.36161612,22.6525,18.6525,1,1,1,0.009516,138323.63,1.0854,271.08,0,0.03,1.005,2
I7-5600U @ 2.60GHz,0.6,14,4,17.25,18.28636109,18.25768486,11.27649895,11.2569372,22.686,18.686,1,1,1,0.0185805,138717.44,1.1669,272.52,0,0.015,0.645,2
I7-5600U @ 2.60GHz,0.6,14,4,23,20.70891275,20.69123762,11.44499232,11.42345724,22.704,18.704,1,1,1,0.00417,138756.16,1.0374,262.555,0,0.01,0.265,2
I7-5600U @ 2.60GHz,0.6,14,4,28.75,20.70876387,20.69035338,11.40413287,11.38167148,22.6735,18.6735,1,1,1,0.0075195,138724.72,1.0676,271.935,0,0.025,0.9,2
I7-5600U @ 2.60GHz,0.6,14,14,2.3,3.312635315,2.6094508,2.991826615,2.310184296,30.837024,16.837024,0.023351546,0.01665,0.0139,0.0649485,2229.51,1.58985,298.43,0.01,0.02,0.955,2
I7-5600U @ 2.60GHz,0.6,14,14,5.75,7.039359095,6.234428138,6.280850941,5.984352708,31.938,17.938,0.082242404,0.01874717,0,0.018651,1729.44,1.1681,281.035,0,0.025,0.755,2
I7-5600U @ 2.60GHz,0.6,14,14,11.5,12.36441646,12.19656422,11.43811809,11.41959122,31.471,17.471,1,1,1,0.0051245,138605.905,1.046,270.39,0,0.02,0.56,2
I7-5600U @ 2.60GHz,0.6,14,14,17.25,18.28636109,18.25768486,11.28502861,11.2651053,31.472,17.472,1,1,1,0.017921,138643.635,1.16095,269.24,0,0.02,0.45,2
I7-5600U @ 2.60GHz,0.6,14,14,23,20.70891275,20.69123762,11.4195482,11.39795031,31.4165,17.4165,1,1,1,0.006515,138584,1.0587,271.22,0,0.02,0.575,2
I7-5600U @ 2.60GHz,0.6,14,14,28.75,20.70876387,20.69035338,11.46432922,11.44184599,31.53,17.53,1,1,1,0.002755,138651.44,1.02465,268.71,0,0.01,0.23,2
I7-5600U @ 2.60GHz,0.6,16,-16,2.3,3.312635315,2.6094508,0,0,2.3509,18.3509,1,1,1,1,0,3.7,162.94,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-16,5.75,7.039359095,6.234428138,0,0,2.3858,18.3858,1,1,1,1,0,3.7,164.44,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-16,11.5,12.36441646,12.19656422,0,0,2.3104,18.3104,1,1,1,1,0,3.6,151.44,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-16,17.25,18.28636109,18.25768486,0,0,2.3455,18.3455,1,1,1,1,0,3.7,160.68,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-16,23,20.70891275,20.69123762,0,0,2.5012,18.5012,1,1,1,1,0,3.9,161.31,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-15,2.3,3.312635315,2.6094508,0,0,3.6088,18.6088,1,1,1,1,0,4.2,180.04,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-15,5.75,7.039359095,6.234428138,1.13E-05,9.70E-06,2.708461538,17.70846154,1,1,1,1,0,2.384615385,99.69230769,0,0.115384615,4.115384615,1
I7-5600U @ 2.60GHz,0.6,16,-15,17.25,18.28636109,18.25768486,0,0,3.1211,18.1211,1,1,1,1,0,3.7,164.76,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-15,23,20.70891275,20.69123762,0,0,3.6093,18.6093,1,1,1,1,0,4.2,175.51,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-15,28.75,20.70876387,20.69035338,0,0,3.0754,18.0754,1,1,1,1,0,3.6,159.44,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-14,2.3,3.312635315,2.6094508,0.010602757,0.002918183,4.398491071,18.39849107,1,1,1,1,59594.69643,6.955892857,592.3214286,0.107142857,0.392857143,12.03571429,1
I7-5600U @ 2.60GHz,0.6,16,-14,5.75,7.039359095,6.234428138,0.009789992,0.002106687,1.643703704,15.6437037,1,1,1,1,54801.14815,2.628518519,232.7777778,0.111111111,0.37037037,15.11111111,1
I7-5600U @ 2.60GHz,0.6,16,-14,23,20.70891275,20.69123762,0.006868702,0.001949095,2.26,16.26,1,1,1,1,77991.21429,2.231071429,155.4642857,0.071428571,0.5,14.57142857,1
I7-5600U @ 2.60GHz,0.6,16,-13,2.3,3.312635315,2.6094508,0,0,3.4022,16.4022,1,1,1,1,0,3.9,166.89,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-13,5.75,7.039359095,6.234428138,0.000495373,0.000491333,4.443571429,17.44357143,1,1,1,1,38989.71429,5.058571429,301.5,0,0.142857143,0.857142857,1
I7-5600U @ 2.60GHz,0.6,16,-13,11.5,12.36441646,12.19656422,0.000167274,0.000163234,3.751473684,16.75147368,1,1,1,1,18069.86842,5.51,443.1315789,0.026315789,0.605263158,5.394736842,1
I7-5600U @ 2.60GHz,0.6,16,-13,17.25,18.28636109,18.25768486,0,0,3.3147,16.3147,1,1,1,1,0,3.8,164.24,0.01,0.01,0.47,1
I7-5600U @ 2.60GHz,0.6,16,-13,23,20.70891275,20.69123762,0,0,3.7336,16.7336,1,1,1,1,0,4.3,181.4,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-12,5.75,7.039359095,6.234428138,0.007204006,0.001501575,4.2840975,16.2840975,1,1,1,1,57997.2,3.52875,276.3875,0.075,0.4,11.35,1
I7-5600U @ 2.60GHz,0.6,16,-12,11.5,12.36441646,12.19656422,0.00210119,0.000492971,9.06,21.06,1,1,1,1,90976,7.294444444,515.4444444,0.111111111,0.222222222,7.555555556,1
I7-5600U @ 2.60GHz,0.6,16,-12,17.25,18.28636109,18.25768486,0.000717575,2.26E-05,0.319230769,12.31923077,1,1,1,1,0,0.019230769,0.807692308,0.038461538,0.038461538,2.038461538,1
I7-5600U @ 2.60GHz,0.6,16,-12,28.75,20.70876387,20.69035338,0.011393892,0.002932513,7.774090909,19.77409091,1,1,1,1,93208.70455,6.976136364,556.9545455,0.068181818,0.522727273,12.68181818,1
I7-5600U @ 2.60GHz,0.6,16,-11,2.3,3.312635315,2.6094508,0.000336161,0.000332929,7.976363636,18.97636364,1,1,1,1,62029.09091,9.97,993.3636364,0,0.454545455,4.181818182,1
I7-5600U @ 2.60GHz,0.6,16,-11,11.5,12.36441646,12.19656422,0.001089426,2.26E-05,0.294117647,11.29411765,1,1,1,1,8027.294118,0.031372549,2.098039216,0.019607843,0.039215686,1.980392157,1
I7-5600U @ 2.60GHz,0.6,16,-11,17.25,18.28636109,18.25768486,0.011669464,0.006030542,4.902972409,15.90297241,1,1,1,1,97641.53354,5.851422764,545.3363821,0.090447154,0.469512195,14.99136179,2
I7-5600U @ 2.60GHz,0.6,16,-11,23,20.70891275,20.69123762,0.000742626,1.78E-05,0.645833333,11.64583333,1,1,1,1,0,0.057291667,3.25,0,0.020833333,0.916666667,1
I7-5600U @ 2.60GHz,0.6,16,-10,2.3,3.312635315,2.6094508,2.150900128,1.766873644,8.9924,18.9924,0.08092932,0.048261069,0.02290101,0.528753,2360.07,7.6321,808.93,0,1.02,10.02,1
I7-5600U @ 2.60GHz,0.6,16,-10,5.75,7.039359095,6.234428138,3.848949468,3.810213735,7.754903297,17.7549033,0.893143127,0.874737516,0.735451305,0.679159,73011.61538,8.583406593,964.3076923,0.10989011,0.274725275,8.813186813,1
I7-5600U @ 2.60GHz,0.6,16,-10,11.5,12.36441646,12.19656422,4.417822517,4.413127841,8.113216484,18.11321648,1,1,1,0.649537,136830.0989,8.442087912,844.5714286,0.10989011,0.197802198,6.395604396,1
I7-5600U @ 2.60GHz,0.6,16,-10,17.25,18.28636109,18.25768486,2.909621526,2.906641314,6.057967778,16.05796778,1,1,1,0.771768,136859.2556,8.982,976.1444444,0.111111111,0.255555556,7.077777778,1
I7-5600U @ 2.60GHz,0.6,16,-10,23,20.70891275,20.69123762,4.539739138,4.53668878,8.133778889,18.13377889,1,1,1,0.639765,137032.2,8.422888889,985.0222222,0.111111111,0.155555556,6.6,1
I7-5600U @ 2.60GHz,0.6,16,-10,28.75,20.70876387,20.69035338,4.031521928,4.026382657,7.950621111,17.95062111,1,1,1,0.66733,137084.0333,8.538222222,989.9333333,0.111111111,0.2,6.8,1
I7-5600U @ 2.60GHz,0.6,16,-9,2.3,3.312635315,2.6094508,3.283883915,2.482642742,11.0835,20.0835,0.00879903,0.0013,0,0.01751,649.04,3.526,545.84,0,0.11,0.55,1
I7-5600U @ 2.60GHz,0.6,16,-9,5.75,7.039359095,6.234428138,6.796245264,5.974290583,10.9046,19.9046,0.11519547,0.030882198,0.0017,0.00207,2352.97,3.5715,501.2,0,0.02,0.04,1
I7-5600U @ 2.60GHz,0.6,16,-9,11.5,12.36441646,12.19656422,9.996976211,9.949479666,9.149377778,18.14937778,0.599732837,0.491210712,0.362375268,0.164049,45993.0202,4.741818182,570.7979798,0.04040404,0.060606061,2.474747475,1
I7-5600U @ 2.60GHz,0.6,16,-9,17.25,18.28636109,18.25768486,8.689943439,8.681353812,7.29330101,16.29330101,1,1,1,0.332392,136922.1616,5.80040404,624.6969697,0.090909091,0.101010101,5.323232323,1
I7-5600U @ 2.60GHz,0.6,16,-9,23,20.70891275,20.69123762,9.552307923,9.541940813,8.325842,17.325842,1,1,1,0.241971,137000.53,5.2771,693.25,0.1,0.11,5.9,1
I7-5600U @ 2.60GHz,0.6,16,-9,28.75,20.70876387,20.69035338,8.36540926,8.357817325,7.375434343,16.37543434,1,1,1,0.34276,136983.5354,5.873939394,748.1748737,0.101010101,0.111111111,5.828282828,1
I7-5600U @ 2.60GHz,0.6,16,-8,2.3,3.312635315,2.6094508,3.031210811,2.272859219,12.0602,20.0602,0.007994375,2.00E-04,0,0.031143,660.9,2.7406,465.66,0,0.05,0.21,1
I7-5600U @ 2.60GHz,0.6,16,-8,5.75,7.039359095,6.234428138,6.748720676,5.942083421,11.755,19.755,0.105518242,0.022617192,0,0.002866,2167.82,2.6752,420.79,0,0.02,0.11,1
I7-5600U @ 2.60GHz,0.6,16,-8,11.5,12.36441646,12.19656422,12.05433905,11.97235957,11.425,19.425,0.534082474,0.34905567,0.1254,0.00584,16672.46,2.7938,395.95,0.01,0.02,0.63,1
I7-5600U @ 2.60GHz,0.6,16,-8,17.25,18.28636109,18.25768486,13.58385802,13.57040986,11.398,19.398,1,1,1,4.00E-04,136909.44,2.7887,398.68,0,0.01,0.03,1
I7-5600U @ 2.60GHz,0.6,16,-8,23,20.70891275,20.69123762,7.931116446,7.92373719,7.576269072,15.57626907,1,1,1,0.397832,136907.6804,5.520309278,709.6597938,0.092783505,0.092783505,5.175257732,1
I7-5600U @ 2.60GHz,0.6,16,-8,28.75,20.70876387,20.69035338,13.05098101,13.03910629,11.021025,19.021025,1,1,1,0.03355,137113.52,3.045,436.03,0.02,0.05,1.56,1
I7-5600U @ 2.60GHz,0.6,16,-7,2.3,3.312635315,2.6094508,3.149669349,2.307575866,13.183,20.183,0.0054,0,0,0,734.15,1.8659,402.85,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-7,5.75,7.039359095,6.234428138,6.676065899,5.936151541,12.365198,19.365198,0.10187017,0.038180808,0.018780808,0.03368,3174.37,2.2034,386.27,0.01,0.01,0.59,1
I7-5600U @ 2.60GHz,0.6,16,-7,11.5,12.36441646,12.19656422,12.12380873,12.05729083,12.525,19.525,0.531539664,0.383633593,0.1447,0,17617.04,1.9768,355.95,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-7,17.25,18.28636109,18.25768486,13.60121823,13.58778257,12.359,19.359,1,1,1,0,137038.6,2.0055,349.54,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-7,23,20.70891275,20.69123762,13.5963941,13.58350925,12.374,19.374,1,1,1,0,136899.2,2.0046,350.5,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-7,28.75,20.70876387,20.69035338,13.54573835,13.53347818,12.344,19.344,1,1,1,0.00286,137117.96,2.0247,364.81,0,0.01,0.18,1
I7-5600U @ 2.60GHz,0.6,16,-6,2.3,3.312635315,2.6094508,3.20072604,2.391715901,13.87225,19.87225,0.006150253,7.50E-05,0,0.0006275,501.8875,1.771375,383.5725,0,0.0075,0.04,4
I7-5600U @ 2.60GHz,0.6,16,-6,5.75,7.039359095,6.234428138,6.74483704,5.9789405,13.438,19.438,0.09369906,0.0216,0,0.0005275,1968.225,1.835525,367.3475,0,0.005,0.005,4
I7-5600U @ 2.60GHz,0.6,16,-6,11.5,12.36441646,12.19656422,11.34409832,11.29864823,12.26749107,18.26749107,0.610861988,0.487467046,0.298998669,0.0793865,34613.47418,2.498846939,380.5706633,0.025510204,0.028010204,1.584132653,4
I7-5600U @ 2.60GHz,0.6,16,-6,17.25,18.28636109,18.25768486,12.68553427,12.67304369,12.372782,18.372782,1,1,1,0.0545345,137015.0825,2.3496,389.5675,0.0275,0.0325,1.585,4
I7-5600U @ 2.60GHz,0.6,16,-6,23,20.70891275,20.69123762,12.64849946,12.63691948,12.32268561,18.32268561,1,1,1,0.0596445,136958.6701,2.37507803,404.7605556,0.025252525,0.027752525,1.556969697,4
I7-5600U @ 2.60GHz,0.6,16,-6,28.75,20.70876387,20.69035338,12.19788532,12.18473388,11.98096521,17.98096521,1,1,1,0.090702,137069.3354,2.608710052,419.131134,0.025773196,0.041237113,1.600515464,4
I7-5600U @ 2.60GHz,0.6,16,-5,2.3,3.312635315,2.6094508,3.0905137,2.269447261,14.274,19.274,0.0063,3.00E-04,0,0,680.01,1.7341,385.24,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-5,5.75,7.039359095,6.234428138,6.65535598,5.866997818,13.968,18.968,0.0821,0.0176,0,0,2082.05,1.7899,365.66,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-5,11.5,12.36441646,12.19656422,12.25129687,12.20021487,13.513,18.513,0.5047,0.3214,0.0879,0.001697,13602.89,1.9057,343.23,0,0.01,0.09,1
I7-5600U @ 2.60GHz,0.6,16,-5,17.25,18.28636109,18.25768486,13.59917051,13.58582926,13.432,18.432,1,1,1,0,136999.04,1.9058,343.89,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-5,23,20.70891275,20.69123762,13.58817335,13.57537562,13.45,18.45,1,1,1,0,137123.08,1.9061,342.5,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-5,28.75,20.70876387,20.69035338,13.6045279,13.59227987,13.387,18.387,1,1,1,0,136947.84,1.9367,342.39,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-4,2.3,3.312635315,2.6094508,3.100350053,2.25669803,15.24,19.24,0.0068,3.00E-04,0,0,488.17,1.214,353.12,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-4,5.75,7.039359095,6.234428138,6.776568411,6.048385365,14.862,18.862,0.1018,0.0257,0,0,1955.18,1.2352,334.71,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-4,11.5,12.36441646,12.19656422,12.10590024,12.04212114,14.561,18.561,0.5648,0.4091,0.0807,0,14467.15,1.2423,319.83,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-4,17.25,18.28636109,18.25768486,13.58842036,13.57513308,14.433,18.433,1,1,1,0,136965.76,1.2518,319.38,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-4,23,20.70891275,20.69123762,13.5688818,13.55612379,14.446,18.446,1,1,1,0.0016,136947.84,1.2498,331.49,0,0.01,0.12,1
I7-5600U @ 2.60GHz,0.6,16,-4,28.75,20.70876387,20.69035338,13.60087283,13.58852348,14.449,18.449,1,1,1,0,136942.72,1.2369,331.84,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-3,2.3,3.312635315,2.6094508,3.170289813,2.336371932,15.94,18.94,0.00809771,0.00010101,0,0,870.05,1.0315,329.31,0,0.01,0.09,1
I7-5600U @ 2.60GHz,0.6,16,-3,5.75,7.039359095,6.234428138,6.611191919,5.897166869,15.515,18.515,0.0906,0.0221,0,0.0025,2105.42,1.0537,317.8,0,0.01,0.16,1
I7-5600U @ 2.60GHz,0.6,16,-3,11.5,12.36441646,12.19656422,12.25281808,12.1990557,15.27,18.27,0.51470188,0.348933353,0.089857676,0,13628.83,1.0281,296.67,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-3,17.25,18.28636109,18.25768486,13.51827131,13.50500714,15.103,18.103,1,1,1,0.00525,136970.88,1.0778,299.42,0,0.01,0.63,1
I7-5600U @ 2.60GHz,0.6,16,-3,23,20.70891275,20.69123762,13.58788857,13.57502453,15.146,18.146,1,1,1,0,137171.72,1.0303,294.46,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-3,28.75,20.70876387,20.69035338,13.60312162,13.59083878,15.166,18.166,1,1,1,0,137006.72,1.0328,296.16,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-2,2.3,3.312635315,2.6094508,3.280934195,2.430820915,16.749,18.749,0.00730107,0.00049802,0,0,929.1,1.001,325.79,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-2,5.75,7.039359095,6.234428138,6.783866001,6.031579836,16.393,18.393,0.1069,0.0284,0,0,2505.77,1.0019,302.86,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-2,11.5,12.36441646,12.19656422,12.1316224,12.06732817,16.138,18.138,0.4986,0.3297,0.0641,0,12164.72,1.0011,281.58,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-2,17.25,18.28636109,18.25768486,13.59385352,13.58042668,16.025,18.025,1,1,1,0,136927.36,1.0008,290.05,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-2,23,20.70891275,20.69123762,13.58605926,13.57180983,16.023,18.023,1,1,1,0,137075.84,1.0009,283.18,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-2,28.75,20.70876387,20.69035338,13.602488,13.59018901,16.038,18.038,1,1,1,0,137011.84,1.0005,281.49,0,0,0,1
I7-5600U @ 2.60GHz,0.6,16,-1,2.3,3.312635315,2.6094508,3.2430556,2.388901422,17.933,18.933,0.00596408,0.000133333,0,0,673.5566667,1,314.0866667,0,0,0,3
I7-5600U @ 2.60GHz,0.6,16,-1,5.75,7.039359095,6.234428138,6.769199149,5.992485155,17.556,18.556,0.091930383,0.018166667,0,0,2388.003333,1,305.67,0,0,0,3
I7-5600U @ 2.60GHz,0.6,16,-1,11.5,12.36441646,12.19656422,12.11644573,12.05202267,17.27233333,18.27233333,0.5088,0.358966667,0.116633333,0,15922.96667,1,278.1033333,0,0,0,3
I7-5600U @ 2.60GHz,0.6,16,-1,17.25,18.28636109,18.25768486,13.56400064,13.55061378,17.149,18.149,1,1,1,0.002036667,136958.1633,1.017066667,276.26,0,0.006666667,0.226666667,3
I7-5600U @ 2.60GHz,0.6,16,-1,23,20.70891275,20.69123762,13.54428684,13.53151448,17.08933333,18.08933333,1,1,1,0.003533333,136970.0267,1.029366667,283.46,0,0.013333333,0.34,3
I7-5600U @ 2.60GHz,0.6,16,-1,28.75,20.70876387,20.69035338,13.59720832,13.58484246,17.10966667,18.10966667,1,1,1,0,137090.2667,1,276.0033333,0,0,0,3
I7-5600U @ 2.60GHz,0.6,16,4,2.3,3.312635315,2.6094508,3.172838616,2.359194629,23.5265,19.5265,0.00565,4.00E-04,0,0.0180725,558.125,1.14045,321.51,0,0.03,0.605,2
I7-5600U @ 2.60GHz,0.6,16,4,5.75,7.039359095,6.234428138,6.711638896,5.981679155,23.14,19.14,0.088093089,0.02364604,0.00065,0.003847,2258.015,1.0321,295.975,0,0.02,0.645,2
I7-5600U @ 2.60GHz,0.6,16,4,11.5,12.36441646,12.19656422,12.04661277,11.98202926,22.8625,18.8625,0.543685409,0.379735664,0.12475,0.01697,15719.765,1.1226,287.305,0,0.02,0.63,2
I7-5600U @ 2.60GHz,0.6,16,4,17.25,18.28636109,18.25768486,13.37505001,13.36196581,22.723,18.723,1,1,1,0.0154765,137003.88,1.11465,278.155,0.005,0.01,0.3,2
I7-5600U @ 2.60GHz,0.6,16,4,23,20.70891275,20.69123762,13.49151377,13.47872595,22.6825,18.6825,1,1,1,0.0074895,137073.16,1.06165,276.465,0,0.02,0.815,2
I7-5600U @ 2.60GHz,0.6,16,4,28.75,20.70876387,20.69035338,13.46205947,13.44975236,22.643,18.643,1,1,1,0.00961,137046.525,1.08045,276.09,0,0.03,1.115,2
I7-5600U @ 2.60GHz,0.6,16,14,2.3,3.312635315,2.6094508,3.139583836,2.334584137,32.2465,18.2465,0.004951515,0,0,0.0167465,595.11,1.1318,304.91,0,0.01,0.61,2
I7-5600U @ 2.60GHz,0.6,16,14,5.75,7.039359095,6.234428138,6.734555049,6.012587087,31.462431,17.462431,0.119044309,0.043140534,0.0112,0.031784,3425.385,1.25985,303.64,0.005,0.025,1.1,2
I7-5600U @ 2.60GHz,0.6,16,14,11.5,12.36441646,12.19656422,12.09632942,12.03132482,31.588,17.588,0.5244,0.34335,0.1209,0.0060375,15513.3,1.051,272.69,0,0.03,0.535,2
I7-5600U @ 2.60GHz,0.6,16,14,17.25,18.28636109,18.25768486,13.35892143,13.34647383,31.493,17.493,1,1,1,0.0167815,136944.825,1.1233,277.825,0,0.01,0.49,2
I7-5600U @ 2.60GHz,0.6,16,14,23,20.70891275,20.69123762,13.48019495,13.46745836,31.3985,17.3985,1,1,1,0.008312,137007.3,1.0696,279.795,0,0.03,1.05,2
I7-5600U @ 2.60GHz,0.6,16,14,28.75,20.70876387,20.69035338,13.54949207,13.53711504,31.5615,17.5615,1,1,1,0.00348,136993.92,1.02915,272.03,0,0.015,0.25,2
I7-5600U @ 2.60GHz,0.6,18,-16,2.3,3.312635315,2.6094508,0,0,2.4809,18.4809,1,1,1,1,0,3.9,189.06,0.01,0.01,0.47,1
I7-5600U @ 2.60GHz,0.6,18,-16,5.75,7.039359095,6.234428138,0,0,2.4731,18.4731,1,1,1,1,0,3.9,181.54,0,0,0,1
I7-5600U @ 2.60GHz,0.6,18,-16,11.5,12.36441646,12.19656422,0,0,2.2795,18.2795,1,1,1,1,0,3.6,168.57,0,0,0,1
I7-5600U @ 2.60GHz,0.6,18,-16,17.25,18.28636109,18.25768486,0,0,2.552,18.552,1,1,1,1,0,4,194.97,0,0,0,1
I7-5600U @ 2.60GHz,0.6,18,-16,28.75,20.70876387,20.69035338,1.258705065,1.248591917,4.3184,20.3184,1,1,1,0.0015,149811.04,1.0161,168.36,0,0,0,1
I7-5600U @ 2.60GHz,0.6,18,-15,2.3,3.312635315,2.6094508,0,0,3.835,18.835,1,1,1,1,0,4.4,208.55,0,0.01,0.02,1
I7-5600U @ 2.60GHz,0.6,18,-15,5.75,7.039359095,6.234428138,0,0,3.7524,18.7524,1,1,1,1,0,4.4,216.27,0,0,0,1
I7-5600U @ 2.60GHz,0.6,18,-14,2.3,3.312635315,2.6094508,0,0,4.1851,18.1851,1,1,1,1,0,4.4,210.41,0,0.03,0.56,1
I7-5600U @ 2.60GHz,0.6,18,-14,5.75,7.039359095,6.234428138,2.019823846,2.008679599,6.5379,20.5379,1,1,1,0,148832.32,1,180.15,0,0,0,1
I7-5600U @ 2.60GHz,0.6,18,-14,11.5,12.36441646,12.19656422,0,0,3.7368,17.7368,1,1,1,1,0,3.9,186.63,0,0,0,1
